"","userid","nodeid","group","label","date_start","date_end","formatted","latitude","longitude","placeid","street_address","route","intersection","political","country","administrative_area_level_1","administrative_area_level_2","administrative_area_level_3","administrative_area_level_4","administrative_area_level_5","colloquial_area","locality","ward","sublocality","neighborhood","premise","subpremise","postal_code","natural_feature","airport","park","point_of_interest","floor","establishment","parking","post_box","postal_town","room","street_number","bus_station","train_station","transit_station","last_updated","last_retrieved"
"4","02abc5e9-9994-477a-b863-8581cb859c18","90243e7b-63dc-4d15-b03c-75a8f72d0dcd","location","AUB BEIRUT LEBANON","","","Aub, Lebanon",33.902462,35.4821815,"ChIJ9_WcdNQWHxURxKInFNiB4Gw",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Jamiaa","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"5","02abc5e9-9994-477a-b863-8581cb859c18","ef42e748-8a19-4893-8e91-d3555fc7f0f2","location","AUB BEIRUT LEBANON","","","Aub, Lebanon",33.902462,35.4821815,"ChIJ9_WcdNQWHxURxKInFNiB4Gw",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Jamiaa","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"6","02abc5e9-9994-477a-b863-8581cb859c18","fb56b19b-88e5-47e3-b8d5-d143bdad5cc6","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"7","02e3d025-189f-4f3c-a640-6a571558f695","4e45affd-fcf4-44af-ac81-4006869dd754","person","LEBANON","","","Lebanon",33.854721,35.862285,"ChIJraoihAIXHxURcPkAbAk0fcw",NA,"",NA,NA,"Lebanon","","","","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-21 07:13:11","2016-10-24"
"11","051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","ad551cf4-b6ff-4aa8-8fda-f3efa31151cd","person","BRUMMANA, MOUNT LEBANON, LEBANON","","","Brummana, Lebanon",33.885273,35.6386871,"ChIJu7oqYRg8HxURjptat57yhgQ",NA,"",NA,NA,"Lebanon","Mount Lebanon","Matn","Brummana","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-29 11:04:57","2016-10-24"
"12","051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","c37920dd-d8c1-475f-94ec-6a54d1dd7f5c","location","BEIT MERI MOUNT LEBANON LEBANON","","","Beit Meri, Lebanon",33.8697777,35.6080856,"ChIJrwzzarM9HxURuNqfGACuGp4",NA,"",NA,NA,"Lebanon","Jabal Lubnan","Matn","","",NA,"","Beit Meri",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-29 11:04:57","2016-10-24"
"13","051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","a3a4836e-4a65-4060-882e-5caa341daa96","location","SIN EL FIL MOUNT LEBANON LEBANON","","","Sin el Fil, Lebanon",33.8779678,35.5399551,"ChIJ760ntrMXHxURevuxivgB8y0",NA,"",NA,NA,"Lebanon","Mount Lebanon","Matn","Sin el Fil","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-29 11:04:57","2016-10-24"
"14","051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","8b7f445b-6507-4224-a463-386d7901cbc1","location","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","Matn","","",NA,"","Beirut",NA,NA,"","","","11-7503","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-29 11:04:57","2016-10-24"
"15","051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","8cca45b7-277b-47e4-aa93-e5e321ff292c","location","SIOUFI BEIRUT LEBANON","","","Sioufi, Bayrut, Lebanon",33.8866043,35.5242386,"ChIJV4ryw1QWHxURvtG0uSXOObY",NA,"Sioufi",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Bayrut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-29 11:04:57","2016-10-24"
"16","056a6b8c-9f92-42e8-85cf-2876c20bea1d","c2460b34-3fde-42c4-af35-295117061b11","person","DAHR EL AIN, NORTH, LEBANON","","","Dahr El Ain, Lebanon",34.3917885,35.8479576,"ChIJm11tPCL3IRURrkJ6a9Tzwbw",NA,"",NA,NA,"Lebanon","North","Koura","","",NA,"","Dahr El Ain",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-08-05 09:03:46","2016-10-24"
"17","056a6b8c-9f92-42e8-85cf-2876c20bea1d","213a5b94-749b-4099-a2c8-355845ac20e6","location","TRIPOLI NORTH LEBANON","","","Tripoli, Lebanon",34.4345932,35.8361626,"ChIJM524nav2IRUReIXefVJSPDI",NA,"",NA,NA,"Lebanon","North","Tripoli","Tripoli","",NA,"","Tripoli",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-08-05 09:03:46","2016-10-24"
"18","056a6b8c-9f92-42e8-85cf-2876c20bea1d","8e3f1a10-1ccb-42ec-b8e0-88180e7f0b35","location","TRIPOLI NORTH LEBANON","","","Tripoli, Lebanon",34.4345932,35.8361626,"ChIJM524nav2IRUReIXefVJSPDI",NA,"",NA,NA,"Lebanon","North","Tripoli","Tripoli","",NA,"","Tripoli",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-08-05 09:03:46","2016-10-24"
"22","07987d94-587c-41f1-9ad5-b7ac8e9ccc75","b2cc261d-6a0f-421d-b52e-e0d7bf074c64","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 09:49:09","2016-10-24"
"23","07987d94-587c-41f1-9ad5-b7ac8e9ccc75","12c171f5-499d-46e4-98c4-928042f534f2","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 09:49:09","2016-10-24"
"26","08ecbcf5-7856-4b5b-9d7c-0f95ec822cbd","469e8d41-d1d2-4899-90ab-6feefd788931","person","SIDON DISTRICT, SOUTH, LEBANON","","","Sidon District, Lebanon",33.5626106,35.3687286,"ChIJl4Ue9T_wHhURhhD_ueNBHhg",NA,"",NA,NA,"Lebanon","South","Saida","Saida","",NA,"","Sidon District",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-10 10:53:21","2016-10-24"
"27","08ecbcf5-7856-4b5b-9d7c-0f95ec822cbd","8b2a791f-de8a-4e9a-b284-fce7154f11dc","location","SIDON DISTRICT SOUTH LEBANON","","","Sidon District, Lebanon",33.5626106,35.3687286,"ChIJl4Ue9T_wHhURhhD_ueNBHhg",NA,"",NA,NA,"Lebanon","South","Saida","Saida","",NA,"","Sidon District",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-10 10:53:21","2016-10-24"
"37","09c71ad3-ebe9-4679-a991-02354552bfc5","9d1198fc-ffa1-485e-a885-363f521ab818","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-08-02 08:07:08","2016-10-24"
"38","09c71ad3-ebe9-4679-a991-02354552bfc5","13653f86-9b74-44ed-a99b-27ccea3def69","location","GALAXY COMPLEX BEIRUT LEBANON","","","Chiyah, Beirut, Lebanon",33.8584785,35.5262794,"ChIJRxAwGZwXHxURWCmTi75VqOk",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"Chiyah","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-08-02 08:07:08","2016-10-24"
"39","09c71ad3-ebe9-4679-a991-02354552bfc5","401898a8-8ac4-4185-9081-15a87641bcbe","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-08-02 08:07:08","2016-10-24"
"40","09c71ad3-ebe9-4679-a991-02354552bfc5","5a8d7724-6402-42f9-848b-6c1a434a5a56","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-08-02 08:07:08","2016-10-24"
"41","09c71ad3-ebe9-4679-a991-02354552bfc5","f8caba9c-bd54-4970-95ff-75781859de4c","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-08-02 08:07:08","2016-10-24"
"42","09c71ad3-ebe9-4679-a991-02354552bfc5","8e2dbcbb-4c8a-4939-ae1d-326302071200","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-08-02 08:07:08","2016-10-24"
"43","0a0d0298-822c-4b51-ad68-7dd710583868","033e57c3-c105-451d-87b5-e89be1b23ad2","organization","DAOURA MOUNT LEBANON LEBANON","2010-01-01","","Daoura, Lebanon",33.8938408,35.5506554,"ChIJ7_Jf6z0WHxURevMbOJngG4M",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","Bourj Hammoud","",NA,"","Daoura",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"44","0a0d0298-822c-4b51-ad68-7dd710583868","b078d7f7-3387-4030-9e65-9c2ecf203809","location","ALTCITY BEIRUT LEBANON","","","Hamra St. Montreal Bldg. Floor M, Beirut, Lebanon",33.8952103,35.4868279,"ChIJXVVqNigXHxURqosMJzmZlII",NA,"",NA,NA,"Lebanon","","","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"45","0a0d0298-822c-4b51-ad68-7dd710583868","30f5342d-7e30-46a2-9b5f-4020be97ef7d","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"46","0a1a2285-898f-45e0-a1fd-f3544002ccd3","2390c768-dff0-4e99-a8ff-a8392fc92745","organization","BEIRUT","2015-09-01","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-22 17:50:04","2016-10-24"
"50","0a3b5333-ce11-4c97-8c4e-2becb71b7e93","945131e0-abd2-4f5a-8d29-98fa5343cae6","person","BEORUT, LEBANON","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"53","0b4790d1-4d7a-4493-a8a1-b293e512a57d","e8c96463-e229-4e94-86ee-05a9b76b6137","person","BEIRUT","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"54","0b4790d1-4d7a-4493-a8a1-b293e512a57d","6f3cbeb2-3c1b-414d-8951-39083cbcebfe","location","BEIRUT DIGITAL DISTRICT BEIRUT LEBANON","","","8th Floor, Bdd1499, Nassif Yazigi Street,، Beirut, Lebanon",33.8915863,35.5054779,"ChIJkQVdiuEWHxURtgXwwO_0Sgg",NA,"",NA,NA,"Lebanon","","","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"55","0b4790d1-4d7a-4493-a8a1-b293e512a57d","1ed99531-c4bc-4047-a2da-64c6c800bbc0","location","BEIRUT DIGITAL DISTRICT BEIRUT LEBANON","","","8th Floor, Bdd1499, Nassif Yazigi Street,، Beirut, Lebanon",33.8915863,35.5054779,"ChIJkQVdiuEWHxURtgXwwO_0Sgg",NA,"",NA,NA,"Lebanon","","","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"56","0b4790d1-4d7a-4493-a8a1-b293e512a57d","ba94ab3b-7528-4881-94c3-504d24547443","location","BEIRUT DIGITAL DISTRICT BEIRUT LEBANON","","","8th Floor, Bdd1499, Nassif Yazigi Street,، Beirut, Lebanon",33.8915863,35.5054779,"ChIJkQVdiuEWHxURtgXwwO_0Sgg",NA,"",NA,NA,"Lebanon","","","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"60","0b946810-ab26-4730-a65f-4a9ee6b0728d","7a8a7bde-ed0f-4985-a6ea-93d854550538","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"61","0b98440a-75bd-4bee-81da-579008b46c14","bae35c3c-b53f-45df-be9b-d1c30ffde46f","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-30 07:33:11","2016-10-24"
"62","0d2ea2dd-4f9c-4bfc-a1a6-b653f5257278","6b2c61dc-bbdd-407b-958d-650186423acd","person","BEIRUT","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-12 22:00:31","2016-10-24"
"63","0d95c78f-85dd-49dd-a1ff-0f8efee5783a","07538044-9ddd-418e-94c8-bbdcc5371db0","person","BEIRUT, GOUVERNORAT DE BEYROUTH, LIBAN","","","Beyrouth, Liban",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Liban","Gouvernorat de Beyrouth","Beirut","Msaytbeh","",NA,"","Beyrouth",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"64","0d95c78f-85dd-49dd-a1ff-0f8efee5783a","97171c52-05e4-4022-96d5-472fcb75349d","location","BEIRUT GOUVERNORAT DE BEYROUTH LIBAN","","","Beyrouth, Liban",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Liban","Gouvernorat de Beyrouth","Beirut","Msaytbeh","",NA,"","Beyrouth",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"71","0e392ee9-d472-4f20-a379-731821a0b931","9416fc36-35f7-465d-8148-92a398860512","location","CLEMENCEAU HAMRA BEIRUT LEBANON","","","Clemenceau, Lebanon",33.8979454,35.4902496,"ChIJ7RMfydkWHxURb-axbo8KXRo",NA,"Clemenceau",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"73","0e392ee9-d472-4f20-a379-731821a0b931","2e54fa63-ac6e-4ea6-92ca-5e60c2360616","organization","BEIRUT, LEBANON","2008-11-01","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"74","0e392ee9-d472-4f20-a379-731821a0b931","7af8f15f-43a5-4ac2-838c-0ee755d90ab7","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"75","0e392ee9-d472-4f20-a379-731821a0b931","c5bcee9b-74ed-487a-90de-697525d7bfdb","location","BEIRUT DIGITAL DISTRICT BEIRUT LEBANON","","","8th Floor, Bdd1499, Nassif Yazigi Street,، Beirut, Lebanon",33.8915863,35.5054779,"ChIJkQVdiuEWHxURtgXwwO_0Sgg",NA,"",NA,NA,"Lebanon","","","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"78","0f93c90c-68d9-41b6-9cfe-c13f9fa81ae2","adaad73c-822b-4c85-929f-5a3affce958f","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-10 15:17:31","2016-10-24"
"79","0fea6e41-5a77-4c60-b217-caca963551f7","1b50ac7e-a154-43bc-89e5-bca8220e9183","event","BEIRUT DIGITAL PARK","2015-09-01","2015-09-01","Bachoura, Beirut, Lebanon",33.8903105,35.5062693,"ChIJZ2RgD-IWHxURXweF1MD4L7Y",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Bachoura","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-25 11:23:59","2016-10-24"
"80","0fea6e41-5a77-4c60-b217-caca963551f7","53e89151-2856-40b1-b1f6-2e901bd651d0","location","PHOENICIA HOTEL BEIRUT BEIRUT LEBANON","","","Beirut, Lebanon",33.9004669,35.4951096,"ChIJJ9a-fdwWHxURAismjJA2xAQ",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-25 11:23:59","2016-10-24"
"81","0fea6e41-5a77-4c60-b217-caca963551f7","6ddcf01a-20a1-405e-9937-1ba4084ccf91","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-25 11:23:59","2016-10-24"
"82","0fea6e41-5a77-4c60-b217-caca963551f7","ee301b63-09c3-46e0-bbfc-d0a0ae3165a7","location","PHOENICIA HOTEL BEIRUT BEIRUT LEBANON","","","Beirut, Lebanon",33.9004669,35.4951096,"ChIJJ9a-fdwWHxURAismjJA2xAQ",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-25 11:23:59","2016-10-24"
"91","11d255dc-75d5-4540-bcd3-24e145f6b75c","b993fe5a-56c3-4ddc-b1e2-f87683f7af22","location","KARM EL ZEITOUN GHABI BEIRUT LEBANON","","","Karm El Zeitoun, Lebanon",33.8900566,35.5262985,"ChIJ-7Ahw1YWHxURZ5tqyUZUWR8",NA,"Karm El Zeitoun",NA,NA,"Lebanon","Beirut","Beirut","Ghabi","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"111","161f5f8a-b885-44ef-816a-18d3d755bce6","1fedccaa-0015-4c09-8740-72d68ab17d2f","person","TRIPOLI, NORTH, LEBANON","","","Tripoli, Lebanon",34.4380951,35.8308372,"ChIJM524nav2IRUReIXefVJSPDI",NA,"",NA,NA,"Lebanon","North","Tripoli","Tripoli","",NA,"","Tripoli",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-07 11:49:24","2016-10-24"
"116","179a9cf1-40a4-42d6-acb5-bf84b36b3781","5600fe12-9e75-4ee2-ac13-a272ff875deb","person","BAABDA, MOUNT LEBANON, LEBANON","","","Baabda, Lebanon",33.8415527,35.5493698,"ChIJqaVAZfIXHxUReIVYwvDZBR8",NA,"",NA,NA,"Lebanon","Mount Lebanon","Baabda","Baabda","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-31 12:15:49","2016-10-24"
"118","179a9cf1-40a4-42d6-acb5-bf84b36b3781","8053a080-8eb9-4d79-b7a6-5c0d153b2826","location","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","","",NA,"","Beirut",NA,NA,"","","","11-7503","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-31 12:15:49","2016-10-24"
"119","179a9cf1-40a4-42d6-acb5-bf84b36b3781","43a09146-5aac-4e68-9a46-25b00f0474c3","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-31 12:15:49","2016-10-24"
"133","1a2952f3-56ca-430b-b574-5b092006a8cb","0e03a445-e643-40c8-b26a-7e3d747dc434","person","TRIPOLI, NORTH, LEBANON","","","Tripoli, Lebanon",34.4380951,35.8308372,"ChIJM524nav2IRUReIXefVJSPDI",NA,"",NA,NA,"Lebanon","North","Tripoli","Tripoli","",NA,"","Tripoli",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-13 09:26:03","2016-10-24"
"145","1f47256a-76f2-4eb2-84fa-9689e988aced","bf9af640-902b-47dc-acf5-a0a0e4f193da","location","FORUM DE BEIRUT EXPO BEIRUT LEBANON","","","Jisr, Bayrut, Lebanon",33.898304,35.5353928,"ChIJp5Sx3kIWHxURhh7-2pXUQd8",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Jisr","",NA,"","Bayrut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 09:17:56","2016-10-24"
"146","1f47256a-76f2-4eb2-84fa-9689e988aced","b17ce465-23b8-4f6d-ae43-32ca83fd2a01","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 09:17:56","2016-10-24"
"150","227350ae-26b5-4257-88ed-ac04f7528591","8c09a158-35a0-4a1e-96b7-ff0d46e45b74","location","JDEIDEH GOUVERNORAT DU MONTLIBAN LIBAN","","","Jdeideh, Liban",33.8918991,35.5630417,"ChIJcZcEdvM9HxURNmsbWv1FVRg",NA,"",NA,NA,"Liban","Gouvernorat du Mont-Liban","Metn","Jdeideh","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 22:43:29","2016-10-24"
"151","2339b0c4-fe96-4b64-a9ee-22183d2ed0ae","35146083-b7b2-4ca4-a6ff-840588fcc17b","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-14 09:46:02","2016-10-24"
