"","userid","nodeid","group","label","date_start","date_end","formatted","latitude","longitude","placeid","street_address","route","intersection","political","country","administrative_area_level_1","administrative_area_level_2","administrative_area_level_3","administrative_area_level_4","administrative_area_level_5","colloquial_area","locality","ward","sublocality","neighborhood","premise","subpremise","postal_code","natural_feature","airport","park","point_of_interest","floor","establishment","parking","post_box","postal_town","room","street_number","bus_station","train_station","transit_station","last_updated","last_retrieved"
"801","c2e89f0b-70cb-4680-bcf4-e3f35e5fcf81","834ff498-f92b-4592-addc-6b66d335e7f5","organization","ZALKA ROAD WATA AMARET CHALHOUB MOUNT LEBANON LEBANON","2013-12-01","","Zalka Rd, Lebanon",33.9001274,35.5726166,"ChIJTdH40Ps9HxURVp4MunqkbXE",NA,"Zalka Road",NA,NA,"Lebanon","Mount Lebanon","El Metn","","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"802","c2e89f0b-70cb-4680-bcf4-e3f35e5fcf81","dc8b9970-6a83-4cf7-a639-ff897eb68cc1","location","AUB BEIRUT LEBANON","","","Aub, Lebanon",33.902462,35.4821815,"ChIJ9_WcdNQWHxURxKInFNiB4Gw",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Jamiaa","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"805","c2e89f0b-70cb-4680-bcf4-e3f35e5fcf81","78ae3a1e-e6ce-46b2-acd0-6a94fd619ef6","location","BERYTECH TECHNOLOGICAL POLE BEIRUT LEBANON","","","Berytech Technological Pole, Beirut, Lebanon",33.8802719,35.5140457,"ChIJVZo_VAQXHxUR-DaI2gC__9M",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","Berytech Technological Pole","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"807","c324270b-4ada-4f43-963d-7ba729e97ea5","d7b593fc-9d9f-4a60-950d-bef35c470a43","organization","BERYTECH BDD","2015-09-01","2015-09-01","East Suburbs, Beirut 11-7503, Lebanon",33.8649762,35.5622216,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon Governorate","Matn","","",NA,"","Beirut",NA,NA,"","","","11-7503","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-30 06:26:57","2016-10-24"
"808","c324270b-4ada-4f43-963d-7ba729e97ea5","4c26be90-683b-48d8-ba01-c26c251c9fd6","location","UK LEBANON TECH HUB BEIRUT LEBANON","","","Berytech Digital Park Beirut Digital District 1294 Bechara El Khoury Road، Beirut 1107 2240, Lebanon",33.8897858,35.5062065,"ChIJWwPN-R0XHxURihFhLzxkVyQ",NA,"",NA,NA,"Lebanon","","","","",NA,"","Beirut",NA,NA,"","","","1107 2240","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-30 06:26:57","2016-10-24"
"809","c324270b-4ada-4f43-963d-7ba729e97ea5","6a07b2f5-07f7-48cb-9ff6-361fb16ba2a3","location","UK LEBANON TECH HUB BEIRUT LEBANON","","","Berytech Digital Park Beirut Digital District 1294 Bechara El Khoury Road، Beirut 1107 2240, Lebanon",33.8897858,35.5062065,"ChIJWwPN-R0XHxURihFhLzxkVyQ",NA,"",NA,NA,"Lebanon","","","","",NA,"","Beirut",NA,NA,"","","","1107 2240","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-30 06:26:57","2016-10-24"
"810","c324270b-4ada-4f43-963d-7ba729e97ea5","fd702893-9349-45ee-b44b-4c077484346e","person","BEIRUT","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-30 06:26:57","2016-10-24"
"813","c3412270-f1b3-4aed-b182-1d2c5aaa1904","f9f5f885-837f-4565-baf3-7ba2ac758f14","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-08 14:00:47","2016-10-24"
"819","c48edf59-9907-46f4-8a7e-849ba3701bcd","9ae9a51a-df63-48c9-be1b-f3a9f964eb35","location","BIEL CENTER BEIRUT INTERNATIONAL EXHIBITION AND LEISURE CENTER BEIRUT LEBANON","","","BCD Colony, Beirut, Lebanon",33.9055786,35.5095291,"ChIJqVuTvu0WHxURxMF4l38QbYg",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-08-26 15:57:24","2016-10-24"
"820","c48edf59-9907-46f4-8a7e-849ba3701bcd","743f448c-9e66-4bf0-9a32-3e04d9e84ad2","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-08-26 15:57:24","2016-10-24"
"821","c4a241f9-3c1a-4982-adde-68ba8199cd9d","bbee04ab-8f4b-4c1c-9bf0-cd9569b6f9d2","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-15 06:54:17","2016-10-24"
"822","c4a241f9-3c1a-4982-adde-68ba8199cd9d","435d8084-a2d4-4bef-9d88-8b4ae7c67701","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-15 06:54:17","2016-10-24"
"827","c4ef0f3d-fc22-4489-9da0-0ac8214421b8","378066ac-37c6-40c0-8903-fe593cd4147e","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"832","c501a657-05fb-434f-8cc6-93dd8588bacf","cc86a809-5622-4bdd-b6a5-5a6a8346c644","person","BEIRUT","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 08:52:07","2016-10-24"
"836","c53759b3-29f7-49a5-868f-4aae22af4cbe","dc4f348a-c0db-4502-87b9-70c1a1740a2a","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-05 07:47:38","2016-10-24"
"838","c53759b3-29f7-49a5-868f-4aae22af4cbe","79bbdc39-adf8-4388-bddc-e6d0e726d5bf","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2004-08-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","Matn","","",NA,"","Beirut",NA,NA,"","","","11-7503","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-05 07:47:38","2016-10-24"
"840","c5780b52-06d5-4337-9603-23b0b150a281","534cc4ed-29a7-4bbc-b92a-d9851b48b726","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"841","c5780b52-06d5-4337-9603-23b0b150a281","0bf63e50-50be-4194-a713-3baed95170b6","location","ESA BEIRUT LEBANON","","","Ain El Mreisseh, Beirut, Lebanon",33.8982201,35.4887733,"ChIJRTO3eNcWHxURYmPcAtHLyo4",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"Ain El Mreisseh","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"844","c5780b52-06d5-4337-9603-23b0b150a281","112cb963-c76d-41e8-ad7b-d4fb37c9ddfa","person","BEIRUT","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"845","c5780b52-06d5-4337-9603-23b0b150a281","6b569504-8dab-47d6-a236-3606f70155ec","location","ESA BEIRUT LEBANON","","","Ain El Mreisseh, Beirut, Lebanon",33.8982201,35.4887733,"ChIJRTO3eNcWHxURYmPcAtHLyo4",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"Ain El Mreisseh","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"848","c5780b52-06d5-4337-9603-23b0b150a281","8f15d99f-5418-4ce0-9c22-e7d1b26ba5c8","location","AUB BEIRUT LEBANON","","","Aub, Lebanon",33.902462,35.4821815,"ChIJ9_WcdNQWHxURxKInFNiB4Gw",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Jamiaa","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"849","c64f4f46-e985-44a8-9129-5eb103e88875","658bf5fe-0742-4a92-80e0-0e8a4a2e2ac1","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-14 08:29:24","2016-10-24"
"854","c7860c27-f960-4b36-a822-4e6a1cb9b1f8","19f8b7ad-ec7b-4c6d-a917-8e2d53a31f48","location","TRIPOLI NORTH LEBANON","","","Tripoli, Lebanon",34.4380951,35.8308372,"ChIJM524nav2IRUReIXefVJSPDI",NA,"",NA,NA,"Lebanon","North","Tripoli","Tripoli","",NA,"","Tripoli",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"855","c7860c27-f960-4b36-a822-4e6a1cb9b1f8","635d279a-f763-4113-9628-24f50b47d86e","location","TRIPOLI NORTH LEBANON","","","Tripoli, Lebanon",34.4380951,35.8308372,"ChIJM524nav2IRUReIXefVJSPDI",NA,"",NA,NA,"Lebanon","North","Tripoli","Tripoli","",NA,"","Tripoli",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"856","c7860c27-f960-4b36-a822-4e6a1cb9b1f8","d96dff69-d161-490d-9284-70f066b024bc","person","TRIPOLI, NORTH, LEBANON","","","Tripoli, Lebanon",34.4380951,35.8308372,"ChIJM524nav2IRUReIXefVJSPDI",NA,"",NA,NA,"Lebanon","North","Tripoli","Tripoli","",NA,"","Tripoli",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"859","c7915f73-ddcc-4321-a0a8-beb170b75114","4305b5cf-a4f9-4900-827f-eadbbfef95ea","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-13 12:47:35","2016-10-24"
"860","c7915f73-ddcc-4321-a0a8-beb170b75114","db27c197-50c0-498e-89ab-8ef3b11a5272","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-13 12:47:35","2016-10-24"
"861","c7915f73-ddcc-4321-a0a8-beb170b75114","97f3ac6e-69e5-4f62-a3c8-ed5818b2740d","location","FORUM DE BEIRUT EXPO JISR BEIRUT LEBANON","","","Jisr, Lebanon",33.898304,35.5353928,"ChIJp5Sx3kIWHxURhh7-2pXUQd8",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Jisr","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-13 12:47:35","2016-10-24"
"863","c7915f73-ddcc-4321-a0a8-beb170b75114","e82e0d56-5c6b-4619-a864-2263d633962f","organization","BEIRUT DIGITAL DISTRICT BEIRUT LEBANON","2014-04-01","","1 floor ZTE corpiration Bdd1499, Nassif Yazigi Street,, Beirut, Lebanon",33.8915863,35.5054779,"ChIJkQVdiuEWHxURtgXwwO_0Sgg",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-13 12:47:35","2016-10-24"
"864","c7915f73-ddcc-4321-a0a8-beb170b75114","3969bc42-6308-4dba-b8d4-bd8b690a77b0","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-13 12:47:35","2016-10-24"
"865","c8204ca1-15fc-4156-9a47-ca44dd57a42e","a968d08e-9bbb-4bca-9075-0e2db82f48a1","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-14 17:41:20","2016-10-24"
"866","c8204ca1-15fc-4156-9a47-ca44dd57a42e","eee9e415-5277-4eba-b4f9-6f24b99301e0","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-14 17:41:20","2016-10-24"
"867","c958e24b-1dfa-498b-ba17-4155a102967b","140786bb-6c16-41c9-81c6-61e2009ad086","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-27 12:09:35","2016-10-24"
"870","c9af80a5-779f-4d6f-b8ba-622bac892fbd","83987149-818d-4e4e-9813-a59fa0371c30","organization","BEIRUT GOBERNACIÓN DE BEIRUT LÍBANO","2015-01-01","","Beirut, Líbano",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Líbano","Gobernación de Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-09-30 20:52:34","2016-10-24"
"872","ca8a580b-a8a5-4cef-b2c0-e54cf45179e8","2f5f6235-fc4c-4027-8513-e6ad4cb4aa02","person","BEIRUT","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"883","cbd2da8f-04c9-40fb-8c29-8b7dd13bc664","011f6c9f-36c5-452e-9859-35a286ed86ab","location","OUADI QADISHA AND THE FOREST OF THE CEDARS OF GOD BCHARRE LEBANON","","","Northern Region, Qadisha Valley and Bécharré District, Bcharre 0000, Lebanon",34.2370682,36.0262299,"ChIJwdqLZz4EIhURhW6chH3yb20",NA,"",NA,NA,"Lebanon","","","","",NA,"","Bcharre",NA,NA,"","","","0000","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"885","cbd2da8f-04c9-40fb-8c29-8b7dd13bc664","42993d1c-8539-47e6-beba-a365c8ca9255","location","OUADI QADISHA AND THE FOREST OF THE CEDARS OF GOD BCHARRE LEBANON","","","Northern Region, Qadisha Valley and Bécharré District, Bcharre 0000, Lebanon",34.2370682,36.0262299,"ChIJwdqLZz4EIhURhW6chH3yb20",NA,"",NA,NA,"Lebanon","","","","",NA,"","Bcharre",NA,NA,"","","","0000","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"886","cbe12f2d-cbf7-414e-a151-7a92d1961d6c","ee187ea1-5618-447a-9f0d-f57e59fc9992","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"906","ce4667ed-2a2d-498c-ab4e-1a811d590948","112cb963-c76d-41e8-ad7b-d4fb37c9ddfa","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-25 14:31:34","2016-10-24"
"907","ce4667ed-2a2d-498c-ab4e-1a811d590948","cb199e66-edc8-496b-aca1-308410e102ff","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-25 14:31:34","2016-10-24"
"909","ce4667ed-2a2d-498c-ab4e-1a811d590948","8a4f4e77-1e31-404c-91cb-7b206b3c7232","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-25 14:31:34","2016-10-24"
"919","cf328319-9ac3-4d2e-93f6-ea89e15abf34","76b29f65-c930-4261-abc0-c8dc03f40cb3","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-31 13:24:23","2016-10-24"
"923","d06ca53d-8302-4841-9df5-38ed4fda597c","9237db10-7275-4cd5-986b-cb3532454210","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"924","d06ca53d-8302-4841-9df5-38ed4fda597c","4f82ac57-cdea-402a-936d-c67e0adcc0fb","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"925","d08a3d02-ba26-46e4-98d0-85ad302425e2","db388d27-5cc4-4a52-afab-cfc8ccc4a89b","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 11:50:27","2016-10-24"
"929","d1262d85-0be4-441d-a8ce-36664ba9b5bc","9cf56c46-6291-4738-82fc-a40ba7af2e92","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"936","d2654586-82fe-4528-81bc-b576ba8ad838","495ff676-b202-479b-8b65-71f3d9a953fc","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-09 18:26:31","2016-10-24"
"937","d2654586-82fe-4528-81bc-b576ba8ad838","362df89e-ef4c-4b7f-a9d3-7ab753ba1004","location","SURSOK MUSEUM BEIRUT LEBANON","","","Greek Orthodox Archbishopric Street, Ashrafieh,, Bayrut, Lebanon",33.8931046,35.5163612,"ChIJgb6Z3vsWHxURC-JY-pMiqCs",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Bayrut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-09 18:26:31","2016-10-24"
"938","d2654586-82fe-4528-81bc-b576ba8ad838","ea4ea5b1-ec69-44bb-95f0-449923089098","location","DBAYEH MOUNT LEBANON LEBANON","","","Dbayeh, Lebanon",33.9329147,35.5892181,"ChIJTfNyRUo-HxURkFdYJTK-404",NA,"",NA,NA,"Lebanon","Mount Lebanon","Matn","Dbayeh","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-09 18:26:31","2016-10-24"
"948","d57ef2f6-7b0f-47c1-bfd0-91cf5231c712","fa487019-f85c-4206-aa3b-9f63169621f8","person","BEIRUT","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"949","d59e5e48-c710-46a0-b82b-e39a6f43c0d1","1627b9c6-ef0a-475a-a5fe-febab3164809","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-24 10:48:22","2016-10-24"
"962","d997e48d-2d6e-430d-9dd6-43110b602c23","0411bd39-6ed8-497c-8a4e-3866e774e4bf","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-09 16:10:31","2016-10-24"
"963","d997e48d-2d6e-430d-9dd6-43110b602c23","29b14a31-2b6f-4f39-b3cb-93cc56d49b21","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-09 16:10:31","2016-10-24"
"967","db5e0ed8-5876-44ca-9a3f-510aecf82d98","e7955fe0-f5ec-411d-8f8f-626a2bd0aeb6","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-30 12:06:47","2016-10-24"
"968","dc54bdb8-7ea1-4999-8c4c-9bc185809783","3e895c12-66ad-47b8-ab3a-dc0f1dd1cc1f","location","MAR ROUKOZ MOUNT LEBANON LEBANON","","","Mar Roukoz, Lebanon",33.865654,35.557579,"ChIJu2484NQXHxURMGJEo3vstc0",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","Mar Roukoz","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-30 10:51:05","2016-10-24"
